CropName;Province;Area;Production
Cotton;Balochistan;102.8;18.27
Cotton;Balochistan;54.12;9.59
Cotton;Balochistan;85.5;15.17
Cotton;Balochistan;86.74;15.42
Cotton;Balochistan;77.35;11.72
Cotton;Balochistan;102.3;18.45
Cotton;Balochistan;98.35;17.62
Cotton;Balochistan;94.89;16.96
Cotton;Balochistan;101.81;18.22
Cotton;Balochistan;92.91;16.6
Cotton;Balochistan;90.94;16.18
Cotton;Balochistan;87.72;15.7
Cotton;Balochistan;90.94;16.31
Cotton;Balochistan;93.9;16.79
Sugarcane;Punjab;330;3909
Sugarcane;Punjab;357;5360
Sugarcane;Punjab;420;6308
Sugarcane;Punjab;371;4270
Sugarcane;Punjab;353;4000
Sugarcane;Punjab;477;5467
Sugarcane;Punjab;567;6923
Sugarcane;Punjab;602;6849
Sugarcane;Punjab;556;6223
Sugarcane;Punjab;605;6662
Sugarcane;Punjab;786;8243
Sugarcane;Punjab;825;9049
Sugarcane;Punjab;769;7731
Sugarcane;Punjab;746;8687
Sugarcane;Punjab;872;10960
Sugarcane;Punjab;997;13266
Sugarcane;Punjab;888;11572
Sugarcane;Punjab;885;12539
Sugarcane;Punjab;1093;15707
Sugarcane;Punjab;1181;15443
Sugarcane;Punjab;908;13040
Sugarcane;Punjab;979;15900
Sugarcane;Punjab;1124;19402
Sugarcane;Punjab;1176;16834
Sugarcane;Punjab;965.95;13774.6
Sugarcane;Punjab;907.88;13726.9
Sugarcane;Punjab;1122.13;16617.5
Sugarcane;Punjab;1172.04;14810
Sugarcane;Punjab;1235.06;18267.6
Sugarcane;Punjab;1419.89;21788.3
Sugarcane;Punjab;1499.96;22095.7
Sugarcane;Punjab;1325.99;19343.9
Sugarcane;Punjab;1239.01;19413.5
Sugarcane;Punjab;1476.48;23733
Sugarcane;Punjab;1656.13;25021
Sugarcane;Punjab;1552.59;20882.4
Sugarcane;Punjab;1516.51;22835.9
Sugarcane;Punjab;1547.16;20959
Sugarcane;Punjab;1261.74;16755.1
Sugarcane;Punjab;1203.92;18477.7
Sugarcane;Punjab;1322.78;19406.2
Sugarcane;Punjab;1308.69;19493.7
Sugarcane;Punjab;1238.02;18682.9
Sugarcane;Punjab;1298.81;19633.4
Sugarcane;Punjab;1325;20026.8
Sugarcane;Punjab;1324.76;20044.8
Sugarcane;Punjab;1473.27;24510.8
Sugarcane;Punjab;1622.77;28268
Sugarcane;Punjab;1496.5;26880
Sugarcane;Punjab;1493.04;24010.2
Sugarcane;Punjab;1693.44;32110.6
Sugarcane;Punjab;1928.2;33382.8
Sugarcane;Punjab;1660.83;27081.3
Sugarcane;Punjab;1520.96;26740
Sugarcane;Punjab;1623.02;31803.1
Sugarcane;Punjab;1817;33168.6
Sugarcane;Punjab;1752.01;34023
Sugarcane;Punjab;1593.12;33048
Sugarcane;Punjab;1544.93;28968.6
Sugarcane;Punjab;1758.93;37542
Sugarcane;Punjab;2044.09;40306
Sugarcane;Punjab;1646.99;32294.7
Sugarcane;Punjab;1500.95;31324
Sugarcane;Punjab;1661.07;37481
Sugarcane;Punjab;1881;42893
Sugarcane;Punjab;1897.06;42982
Sugarcane;Punjab;1870.13;43704
Sugarcane;Punjab;1755.96;41074.3
Sugarcane;Punjab;1743.11;41968.2
Sugarcane;Punjab;1922.02;49613
Sugarcane;Punjab;2122.92;55067.5
Sugarcane;Punjab;1755.99;44906.31
Sugarcane;Punjab;1589.91;43346.6
Sugarcane;Sindh;17;192
Sugarcane;Sindh;21;252
Sugarcane;Sindh;20;269
Sugarcane;Sindh;13;227
Sugarcane;Sindh;14;237
Sugarcane;Sindh;18;276
Sugarcane;Sindh;31;524
Sugarcane;Sindh;32;412
Sugarcane;Sindh;32;500
Sugarcane;Sindh;40;607
Sugarcane;Sindh;46;985
Sugarcane;Sindh;51;872
Sugarcane;Sindh;50;820
Sugarcane;Sindh;57;892
Sugarcane;Sindh;75;1182
Sugarcane;Sindh;143;2383
Sugarcane;Sindh;118;1859
Sugarcane;Sindh;163;2674
Sugarcane;Sindh;174;2832
Sugarcane;Sindh;201;2949
Sugarcane;Sindh;149;2362
Sugarcane;Sindh;168;2734
Sugarcane;Sindh;206;3341.8
Sugarcane;Sindh;195.96;3239.2
Sugarcane;Sindh;186.57;2784.8
Sugarcane;Sindh;195.22;2915.1
Sugarcane;Sindh;251.31;3795
Sugarcane;Sindh;258.97;2767.2
Sugarcane;Sindh;260.95;3586.4
Sugarcane;Sindh;293.57;4037
Sugarcane;Sindh;297.27;4260.4
Sugarcane;Sindh;298.51;4373.8
Sugarcane;Sindh;321;4664.4
Sugarcane;Sindh;336.07;5007.3
Sugarcane;Sindh;429.97;7462.7
Sugarcane;Sindh;446.28;7545.7
Sugarcane;Sindh;438.13;7357.1
Sugarcane;Sindh;446.53;7427.9
Sugarcane;Sindh;438.37;7533.2
Sugarcane;Sindh;451.47;7906.1
Sugarcane;Sindh;511.76;9574.8
Sugarcane;Sindh;612.59;13110.5
Sugarcane;Sindh;619.5;12360
Sugarcane;Sindh;625.44;11815.6
Sugarcane;Sindh;630.87;14240.5
Sugarcane;Sindh;612.83;13556.8
Sugarcane;Sindh;656.82;15421
Sugarcane;Sindh;617.03;14310.3
Sugarcane;Sindh;628.65;13737.2
Sugarcane;Sindh;620.74;13110.6
Sugarcane;Sindh;646.44;15999.6
Sugarcane;Sindh;669.17;17050.7
Sugarcane;Sindh;569.84;14290.8
Sugarcane;Sindh;590.1;12049.7
Sugarcane;Sindh;594.79;11416.3
Sugarcane;Sindh;639.03;13797.6
Sugarcane;Sindh;642.24;14611.8
Sugarcane;Sindh;531.04;9357.4
Sugarcane;Sindh;452.71;11243.4
Sugarcane;Sindh;530.55;12529.21
Sugarcane;Sindh;763.08;18793.9
Sugarcane;Sindh;652.12;13304.3
Sugarcane;Sindh;577.99;13505.4
Sugarcane;Sindh;559.46;13766.4
Sugarcane;Sindh;468.77;10788.3
Sugarcane;Sindh;626.92;15966.2
Sugarcane;Sindh;735.4;18362.5
Sugarcane;Sindh;782.6;16613.8
Sugarcane;Sindh;772.96;17984.3
Sugarcane;Sindh;791.99;20208.9
Sugarcane;Sindh;823.62;20611.9
Sugarcane;Sindh;690.67;16691.3
Sugarcane;Sindh;713.65;17233.83
Sugarcane;Khyber Pakhtunkhua;121;1341
Sugarcane;Khyber Pakhtunkhua;109;1225
Sugarcane;Khyber Pakhtunkhua;102;1148
Sugarcane;Khyber Pakhtunkhua;81;922
Sugarcane;Khyber Pakhtunkhua;102;1077
Sugarcane;Khyber Pakhtunkhua;131;1408
Sugarcane;Khyber Pakhtunkhua;124;1368
Sugarcane;Khyber Pakhtunkhua;118;1435
Sugarcane;Khyber Pakhtunkhua;120;1347
Sugarcane;Khyber Pakhtunkhua;143;1537
Sugarcane;Khyber Pakhtunkhua;150;1888
Sugarcane;Khyber Pakhtunkhua;181;2371
Sugarcane;Khyber Pakhtunkhua;161;1943
Sugarcane;Khyber Pakhtunkhua;156;1878
Sugarcane;Khyber Pakhtunkhua;151;1988
Sugarcane;Khyber Pakhtunkhua;172;2499
Sugarcane;Khyber Pakhtunkhua;174;2453
Sugarcane;Khyber Pakhtunkhua;195;3159
Sugarcane;Khyber Pakhtunkhua;209;3417
Sugarcane;Khyber Pakhtunkhua;223;3242
Sugarcane;Khyber Pakhtunkhua;188;2963
Sugarcane;Khyber Pakhtunkhua;189;2990
Sugarcane;Khyber Pakhtunkhua;202;3207.6
Sugarcane;Khyber Pakhtunkhua;200.16;3092.8
Sugarcane;Khyber Pakhtunkhua;212.02;3401.8
Sugarcane;Khyber Pakhtunkhua;214.99;3304
Sugarcane;Khyber Pakhtunkhua;221.9;3497.2
Sugarcane;Khyber Pakhtunkhua;231.54;3663.1
Sugarcane;Khyber Pakhtunkhua;233.02;3690.6
Sugarcane;Khyber Pakhtunkhua;233.02;3695.4
Sugarcane;Khyber Pakhtunkhua;235;3718.8
Sugarcane;Khyber Pakhtunkhua;234.75;3606.1
Sugarcane;Khyber Pakhtunkhua;215.23;3417
Sugarcane;Khyber Pakhtunkhua;223.63;3598
Sugarcane;Khyber Pakhtunkhua;250.08;4057.2
Sugarcane;Khyber Pakhtunkhua;247.85;4017.6
Sugarcane;Khyber Pakhtunkhua;258.72;4065.3
Sugarcane;Khyber Pakhtunkhua;236.98;3722.4
Sugarcane;Khyber Pakhtunkhua;225.86;3553.1
Sugarcane;Khyber Pakhtunkhua;226.35;3518.5
Sugarcane;Khyber Pakhtunkhua;243.9;4020.5
Sugarcane;Khyber Pakhtunkhua;244.39;4349
Sugarcane;Khyber Pakhtunkhua;252.3;4427.3
Sugarcane;Khyber Pakhtunkhua;258.48;4516.1
Sugarcane;Khyber Pakhtunkhua;256.99;4568.9
Sugarcane;Khyber Pakhtunkhua;246.86;4428.4
Sugarcane;Khyber Pakhtunkhua;247.85;4470.1
Sugarcane;Khyber Pakhtunkhua;252.3;4562.2
Sugarcane;Khyber Pakhtunkhua;253.29;4583
Sugarcane;Khyber Pakhtunkhua;267.87;4841.6
Sugarcane;Khyber Pakhtunkhua;268.36;4956.5
Sugarcane;Khyber Pakhtunkhua;255.26;4719.5
Sugarcane;Khyber Pakhtunkhua;262.68;4917.1
Sugarcane;Khyber Pakhtunkhua;261.69;4784.4
Sugarcane;Khyber Pakhtunkhua;250.82;4787.2
Sugarcane;Khyber Pakhtunkhua;259.22;5049
Sugarcane;Khyber Pakhtunkhua;258.97;4745.6
Sugarcane;Khyber Pakhtunkhua;262.93;4816.2
Sugarcane;Khyber Pakhtunkhua;243.65;4439
Sugarcane;Khyber Pakhtunkhua;251.56;4645.1
Sugarcane;Khyber Pakhtunkhua;258.97;4792
Sugarcane;Khyber Pakhtunkhua;242.66;4408.5
Sugarcane;Khyber Pakhtunkhua;249.09;4507.9
Sugarcane;Khyber Pakhtunkhua;218.45;4030.3
Sugarcane;Khyber Pakhtunkhua;261.69;4684.3
Sugarcane;Khyber Pakhtunkhua;263.67;4770.2
Sugarcane;Khyber Pakhtunkhua;290.11;5361.4
Sugarcane;Khyber Pakhtunkhua;278;5107
Sugarcane;Khyber Pakhtunkhua;278.49;5498.3
Sugarcane;Khyber Pakhtunkhua;293.07;5628.7
Sugarcane;Khyber Pakhtunkhua;366.96;6405
Sugarcane;Khyber Pakhtunkhua;274.29;5532
Sugarcane;Khyber Pakhtunkhua;109.4;5754
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;1
Sugarcane;Balochistan;0;1
Sugarcane;Balochistan;0;1
Sugarcane;Balochistan;0;1
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0;0
Sugarcane;Balochistan;0.2;1.9
Sugarcane;Balochistan;0.2;1
Sugarcane;Balochistan;0.25;1.9
Sugarcane;Balochistan;0.25;1.5
Sugarcane;Balochistan;0.2;0.8
Sugarcane;Balochistan;0.25;1.6
Sugarcane;Balochistan;0.25;2.1
Sugarcane;Balochistan;0.25;2.3
Sugarcane;Balochistan;0.25;1.7
Sugarcane;Balochistan;0.25;1.7
Sugarcane;Balochistan;0.25;2.8
Sugarcane;Balochistan;1.73;21.1
Sugarcane;Balochistan;3.21;38.8
Sugarcane;Balochistan;6.18;87.8
Sugarcane;Balochistan;1.98;29
Sugarcane;Balochistan;2.22;30.3
Sugarcane;Balochistan;0.99;14.9
Sugarcane;Balochistan;1.24;23.5
Sugarcane;Balochistan;1.24;27.3
Sugarcane;Balochistan;1.24;22.5
Sugarcane;Balochistan;1.24;23.4
Sugarcane;Balochistan;1.24;23.6
Sugarcane;Balochistan;1.48;28.7
Sugarcane;Balochistan;1.48;28.9
Sugarcane;Balochistan;1.24;25.1
Sugarcane;Balochistan;1.24;27.9
Sugarcane;Balochistan;1.48;29.5
Sugarcane;Balochistan;1.73;36
Sugarcane;Balochistan;1.73;37.5
Sugarcane;Balochistan;1.73;38.1
Sugarcane;Balochistan;1.98;43.4
Sugarcane;Balochistan;1.48;32.2
Sugarcane;Balochistan;1.73;35
Sugarcane;Balochistan;1.98;40.6
Sugarcane;Balochistan;1.98;38.8
Sugarcane;Balochistan;0.99;22.5
Sugarcane;Balochistan;0.74;14.5
Sugarcane;Balochistan;1.24;25.3
Sugarcane;Balochistan;1.24;28.1
Sugarcane;Balochistan;1.98;37.9
Sugarcane;Balochistan;1.73;35.6
Sugarcane;Balochistan;1.48;30.8
Sugarcane;Balochistan;1.73;30.8
Sugarcane;Balochistan;1.73;31.5
Sugarcane;Balochistan;1.73;32.2
Sugarcane;Balochistan;1.73;31.6
Sugarcane;Balochistan;1.73;31.7
Sugarcane;Balochistan;1.73;31.6
Sugarcane;Balochistan;2.22;43.4
Sugarcane;Balochistan;2.22;44.3
Sugarcane;Balochistan;22.24;45.2
